Numero,Nimi,Valmistaja,Pullokoko,Hinta,Litrahinta,Uutuus,Hinnastojärjestyskoodi,Tyyppi,Alatyyppi,Erityisryhmä,Oluttyyppi,Valmistusmaa,Alue,Vuosikerta,Etikettimerkintöjä,Huomautus,Rypäleet,Luonnehdinta,Pakkaustyyppi,Suljentatyyppi,Alkoholi-%,Hapot g/l,Sokeri g/l,Kantavierrep-%,Väri EBC,Katkerot EBU,Energia kcal/100 ml,Valikoima,EAN
945096,Adrianna Vineyard Fortuna Terrae Malbec 2015,Catena Zapata,"0,75 l",84.96,113.28,,110,punaviinit,Mehevä & Hilloinen,,,Argentiina,Mendoza,2015,Mendoza,,"Malbec, ","Täyteläinen, tanniininen, karhunvatukkainen, mausteinen, aromikas",pullo,luonnonkorkki,14.0,5.6,2,,,,80.0,tilausvalikoima,7794450005274
935635,Adrianna Vineyard River Stones Malbec 2017,Catena Zapata,"0,75 l",124.91,166.55,,110,punaviinit,Mehevä & Hilloinen,,,Argentiina,Mendoza,2017,Mendoza,,"Malbec, ","Täyteläinen, tanniininen, boysenmarjainen, mustikkainen, vadelmainen",pullo,luonnonkorkki,13.5,5.0,2,,,,80.0,tilausvalikoima,7794450005304
440567,Alamos Malbec Organic 2020,Alamos,"0,75 l",10.99,14.52,,110,punaviinit,Mehevä & Hilloinen,luomu,,Argentiina,Mendoza,2020,Mendoza,,"Malbec, ","Täyteläinen, keskitanniininen, luumuhilloinen, kypsän karpaloinen, hennon kukkainen, mausteinen",pullo,metallinen kierrekapseli,13.5,5.1,,,,,80.0,vakiovalikoima,7794450004871
424107,Alamos Tempranillo 2016,Alamos,"0,75 l",10.99,14.52,,110,punaviinit,Mehevä & Hilloinen,,,Argentiina,Mendoza,2016,Mendoza,,"Tempranillo, ","Keskitäyteläinen, keskitanniininen, luumuinen, karhunvatukkainen, karpaloinen, mokkainen, hennon yrttinen",pullo,metallinen kierrekapseli,12.5,4.6,2,,,,70.0,vakiovalikoima,7794450092410
939055,Altos Las Hormigas Clásico Malbec 2018,Altos Las Hormigas,"0,75 l",16.99,22.65,,110,punaviinit,Mehevä & Hilloinen,ympäristövastuullinen pakkaus,,Argentiina,Mendoza,2018,Mendoza,Saattaa sisältää sakkaa,"Malbec, ","Täyteläinen, keskitanniininen, luumuinen, karhunvatukkainen, aroniamarjainen",pullo,luonnonkorkki,13.5,5.1,3,,,,80.0,tilausvalikoima,7798051950032
936741,Altos Las Hormigas Terroir Luján de Cuyo 2017,Altos Las Hormigas,"0,75 l",18.90,25.2,,110,punaviinit,Vivahteikas & Kehittynyt,,,Argentiina,Mendoza,2017,Mendoza,Saattaa sisältää sakkaa,"Malbec, ","Täyteläinen, keskitanniininen, luumuinen, karhunvatukkainen, mausteinen",pullo,luonnonkorkki,13.5,4.7,2,,,,80.0,tilausvalikoima,7798051950780
945913,Altos Las Hormigas Terroir Malbec 2016,Altos Las Hormigas,"0,75 l",20.98,27.97,,110,punaviinit,Vivahteikas & Kehittynyt,,,Argentiina,Mendoza,2016,"Uco Valley, Mendoza",Saattaa sisältää sakkaa,"Malbec, ","Täyteläinen, keskitanniininen, luumuinen, mausteinen, nahkainen",pullo,luonnonkorkki,13.5,5.4,2,,,,80.0,tilausvalikoima,7798051950025
921767,Argento Organic Malbec Reserva 2015,Bodega Argento,"0,75 l",14.98,19.84,,110,punaviinit,Mehevä & Hilloinen,luomu,,Argentiina,Mendoza,2015,Uco Valley,,"Malbec, ","Keskitäyteläinen, keskitanniininen, tumman kirsikkainen, mansikkahilloinen, karpaloinen, yrttinen, mausteinen",pullo,luonnonkorkki,14.0,4.9,,,,,80.0,vakiovalikoima,7798130462548
402217,Argento Paraje Altamira Organic Malbec 2014,Bodega Argento,"0,75 l",30.27,40.36,,110,punaviinit,Roteva & Voimakas,luomu,,Argentiina,Mendoza,2014,Valle de Uco,,"Malbec, ","Täyteläinen, tanniininen, tumman kirsikkainen, karhunvatukkainen, viikunainen, kevyen orvokkinen, mausteinen, tyylikäs, tasapainoinen",pullo,luonnonkorkki,14.0,4.6,,,,,80.0,erikoiserä,7798130462692
941387,Argento Reserva Cabernet Franc 2014,Bodega Argento,"0,75 l",14.99,19.99,,110,punaviinit,Mehevä & Hilloinen,,,Argentiina,Mendoza,2014,Mendoza,,"Cabernet Franc, ","Täyteläinen, keskitanniininen, mustaherukkainen, vadelmainen, pippurinen",pullo,luonnonkorkki,14.0,5.1,4,,,,80.0,tilausvalikoima,7798130462425
451687,Argento Seleccion Malbec 2018,Argento Wine Company,"0,75 l",10.48,13.84,,110,punaviinit,Mehevä & Hilloinen,,,Argentiina,Mendoza,2018,Mendoza,,"Malbec, ","Keskitäyteläinen, keskitanniininen, tumman kirsikkainen, metsämansikkainen, kevyen mausteinen",pullo,metallinen kierrekapseli,13.5,5.1,3,,,,80.0,vakiovalikoima,7798159560270
924067,Beefsteak Club Malbec 2019,E. I. Wines,"0,75 l",10.99,14.52,,110,punaviinit,Mehevä & Hilloinen,,,Argentiina,Mendoza,2019,,,"Malbec, ","Keskitäyteläinen, keskitanniininen, tumman kirsikkainen, mausteinen",pullo,metallinen kierrekapseli,13.5,5.2,3,,,,80.0,tilausvalikoima,5011932012325
903027,Beefsteak Club Reserve Malbec 2016,Andean Vineyards,"0,75 l",24.99,33.32,,110,punaviinit,Vivahteikas & Kehittynyt,,,Argentiina,Mendoza,2016,Uco Valley,,"Malbec, ","Täyteläinen, keskitanniininen, tumman kirsikkainen, mausteinen, vaniljainen",pullo,luonnonkorkki,14.5,5.1,3,,,,80.0,tilausvalikoima,5011932012431
956585,Beefsteak Club The Mini Malbec 2019,E I Wines,"0,187 l",3.99,21.34,,110,punaviinit,Mehevä & Hilloinen,,,Argentiina,Mendoza,2019,Mendoza,,"Malbec, ","Keskitäyteläinen, vähätanniininen, tumman kirsikkainen, mausteinen, luumuinen",pullo,metallinen kierrekapseli,13.5,4.9,,,,,80.0,tilausvalikoima,5011932012547
454597,BenMarco Expresivo 2018,Dominio del Plata,"0,75 l",29.99,39.85,,110,punaviinit,Vivahteikas & Kehittynyt,,,Argentiina,Mendoza,2018,Valle de Uco,,"Malbec, Cabernet Franc, Cabernet Sauvignon, ","Täyteläinen, tanniininen, herukkainen, viikunainen, boysenmarjainen, luumuinen, kevyen suklainen, tamminen",pullo,luonnonkorkki,14.5,5.9,,,,,80.0,vakiovalikoima,7798068481062
446837,BenMarco Malbec 2018,Dominio del Plata,"0,75 l",19.89,26.39,,110,punaviinit,Roteva & Voimakas,,,Argentiina,Mendoza,2018,Valle de Uco,,"Malbec, ","Täyteläinen, tanniininen, mustaherukkainen, karhunvatukkainen, kevyen taatelinen, hennon kukkainen, tamminen, tasapainoinen, tyylikäs, pitkä",pullo,luonnonkorkki,14.5,5.5,3,,,,80.0,erikoiserä,7798068480539
954657,Bodega Piedra Negra Malbec Alta Coleccion 2019,Bodega Piedra Negra,"0,75 l",12.90,17.07,,110,punaviinit,Mehevä & Hilloinen,,,Argentiina,Mendoza,2019,Mendoza,,"Malbec, ","Täyteläinen, tanniininen, marjainen, mausteinen",pullo,metallinen kierrekapseli,14.0,3.2,,,,,80.0,tilausvalikoima,3480042302008
430097,Bodega Piedra Negra Merlot Reserve 2015,Bodega Piedra Negra,"0,75 l",13.69,18.12,,110,punaviinit,Mehevä & Hilloinen,,,Argentiina,Mendoza,2015,Valle de Uco,,"Merlot, ","Täyteläinen, tanniininen, herukkahilloinen, tumman luumuinen, mausteinen, hennon mokkainen, tamminen",pullo,metallinen kierrekapseli,14.5,5.0,2,,,,80.0,vakiovalikoima,3480041532314
935176,Bodega Vistalba Arido Malbec 2017,Bodega Vistalba,"0,75 l",14.70,19.6,,110,punaviinit,Mehevä & Hilloinen,ympäristövastuullinen pakkaus,,Argentiina,Mendoza,2017,Mendoza,,"Malbec, ","Täyteläinen, keskitanniininen, karhunvatukkahilloinen, kirsikkainen, nahkainen",pullo,metallinen kierrekapseli,14.5,4.8,2,,,,80.0,tilausvalikoima,7798121940406
004551,Caballo de Mendoza,Altia,"0,75 l",7.88,10.37,,110,punaviinit,Mehevä & Hilloinen,,,Argentiina,Mendoza,,Mendoza,,"Cabernet, Sangiovese, Malbec, ","Keskitäyteläinen, keskitanniininen, kevyen kirsikkainen, mansikkainen, mausteinen",pullo,metallinen kierrekapseli,14.0,4.7,,,,,80.0,vakiovalikoima,6412700455150
487307,Cameleon Organic Cabernet Sauvignon 2019,Domaine Bousquet,"0,75 l",10.99,14.52,,110,punaviinit,Mehevä & Hilloinen,,,Argentiina,Mendoza,2019,Tupungato,,"Cabernet Sauvignon, ","Täyteläinen, keskitanniininen, herukkainen, kirsikkainen, karhunvatukkainen, kevyen kaakaoinen, paahteinen",pullo,metallinen kierrekapseli,14.0,5.3,2,,,,80.0,vakiovalikoima,7798101650585
931718,Caro 2015,Bodegas Caro,"0,75 l",54.98,73.31,,110,punaviinit,Roteva & Voimakas,,,Argentiina,Mendoza,2015,Mendoza,Saattaa sisältää sakkaa,"Malbec, Cabernet Sauvignon, ","Täyteläinen, tanniininen, luumuinen, mokkainen, setrinen",pullo,luonnonkorkki,14.0,5.0,2,,,,80.0,tilausvalikoima,7798121461000
930018,Catena Alta Cabernet Sauvignon 2017,Catena Zapata,"0,75 l",39.98,53.17,,110,punaviinit,Mehevä & Hilloinen,,,Argentiina,Mendoza,2017,Mendoza,,"Cabernet Sauvignon, ","Täyteläinen, tanniininen, boysenmarjainen, eukalyptuksinen, mustaherukkainen",pullo,luonnonkorkki,13.5,4.9,4,,,,80.0,tilausvalikoima,7794450008220
438717,Catena Cabernet Sauvignon 2015,Catena Zapata,"0,75 l",15.98,21.17,,110,punaviinit,Vivahteikas & Kehittynyt,,,Argentiina,Mendoza,2015,Mendoza,,"Cabernet Sauvignon, Cabernet Franc, Petit Verdot, ","Täyteläinen, tanniininen, hapankirsikkainen, herukkainen, kevyen lääkeyrttinen, hennon tamminen",pullo,luonnonkorkki,13.0,4.6,,,,,70.0,vakiovalikoima,7794450002570
906487,Catena Malbec 2017,Bodega Catena Zapata,"0,75 l",18.98,25.31,,110,punaviinit,Mehevä & Hilloinen,,,Argentiina,Mendoza,2017,Mendoza,,"Malbec, ","Täyteläinen, tanniininen, marjainen, mausteinen",pullo,luonnonkorkki,13.5,5.3,2,,,,80.0,tilausvalikoima,7794450008053
914694,Catena Nicasia Vineyard Malbec 2015,Catena Zapata,"0,75 l",59.99,79.99,,110,punaviinit,Roteva & Voimakas,,,Argentiina,Mendoza,2015,Uco Valley,,"Malbec, ","Täyteläinen, tanniininen, mustaherukkainen, vaniljainen, luumuinen",pullo,luonnonkorkki,14.0,5.3,2,,,,80.0,tilausvalikoima,7794450092717
496077,Chakana Nuna Tetrada 2019,Chakana,"0,75 l",15.99,21.19,,110,punaviinit,Mehevä & Hilloinen,,,Argentiina,Mendoza,2019,IG Agrelo,Sisältää sakkaa,"Tannat, Cabernet Franc, Malbec, Petit Verdot, ","Täyteläinen, tanniininen, karhunvatukkainen, luumuinen, tumman kirsikkainen, kevyen oliivinen, mustapippurinen, tamminen",pullo,luonnonkorkki,14.0,6.2,2,,,,80.0,erikoiserä,7798108621250
480037,Chakana Nuna Vineyard Cabernet Franc 2019,Proviva,"0,75 l",14.98,19.84,,110,punaviinit,Mehevä & Hilloinen,,,Argentiina,Mendoza,2019,Luján de Cuyo,For Life,"Cabernet Franc, ","Täyteläinen, tanniininen, tumman kirsikkainen, kypsän karhunvatukkainen, herukkainen, mustapippurinen, kaakaoinen, kevyen tamminen",pullo,luonnonkorkki,13.5,5.1,3,,,,80.0,vakiovalikoima,7798108621151
410098,Chill Out Malbec Organic Argentina 2020 muovipullo,Altia,1 l,13.28,12.88,,110,punaviinit,Mehevä & Hilloinen,luomu,,Argentiina,Mendoza,2020,Mendoza,Reilu kauppa,"Malbec, ","Täyteläinen, keskitanniininen, tumman kirsikkainen, karhunvatukkainen, luumuinen, kevyen mausteinen",muovipullo,muovisuljin,13.0,4.6,,,,,70.0,vakiovalikoima,6412703011599
923877,Comuna Malbec 2017,Bodega Argento,"0,75 l",9.98,13.17,,110,punaviinit,Mehevä & Hilloinen,,,Argentiina,Mendoza,2017,Mendoza,,"Malbec, ","Täyteläinen, keskitanniininen, karhunvatukkainen, kirsikkainen, puolukkainen, mausteinen, hennon kukkainen",pullo,metallinen kierrekapseli,12.5,5.2,4,,,,70.0,vakiovalikoima,7798130462814
448847,Domaine Bousquet Ameri Single Vineyard 2015,Domaine Bousquet,"0,75 l",32.90,43.73,,110,punaviinit,Roteva & Voimakas,luomu,,Argentiina,Mendoza,2015,Tupungato,,"Malbec, Cabernet Sauvignon, Syrah, Merlot, ","Täyteläinen, tanniininen, tumman kirsikkainen, karpaloinen, tummasuklainen, mustapippurinen, tamminen, tasapainoinen",pullo,luonnonkorkki,14.5,5.3,1,,,,80.0,vakiovalikoima,7798101652176
422587,Domaine Bousquet Gaia Organic 2017,Domaine Bousquet,"0,75 l",13.69,18.12,,110,punaviinit,Mehevä & Hilloinen,,,Argentiina,Mendoza,2017,Tupungato,,"Malbec, Syrah, Cabernet Sauvignon, ","Täyteläinen, tanniininen, tumman kirsikkainen, mustaherukkahilloinen, kevyen luumuinen, mausteinen, tamminen, lämmin",pullo,luonnonkorkki,14.5,5.1,,,,,80.0,vakiovalikoima,7798101652213
450517,Domaine Bousquet Reserve Organic Malbec 2020,Domaine Bousquet,"0,75 l",15.98,21.17,,110,punaviinit,Mehevä & Hilloinen,,,Argentiina,Mendoza,2020,Tupungato,,"Malbec, ","Täyteläinen, tanniininen, tumman kirsikkainen, kypsän mustaherukkainen, pensasmustikkainen, neilikkainen, tamminen, lämmin",pullo,luonnonkorkki,14.5,5.5,2,,,,80.0,vakiovalikoima,7798101650431
928127,Domaine Bousquet Reserve Organic Pinot Noir 2017,Domaine Bousquet,"0,75 l",14.98,19.84,,110,punaviinit,Marjaisa & Raikas,,,Argentiina,Mendoza,2017,,,"Pinot Noir, ","Keskitäyteläinen, keskitanniininen, kirsikkainen, marjainen",pullo,luonnonkorkki,14.5,4.8,3,,,,80.0,tilausvalikoima,7798101651506
466657,Domaine Bousquet Virgen Organic Malbec 2020,Domaine Bousquet,"0,75 l",13.99,18.52,,110,punaviinit,Mehevä & Hilloinen,,,Argentiina,Mendoza,2020,Tupungato Valley,Fair for Life. Ei lisättyä sulfiittia,"Malbec, ","Täyteläinen, keskitanniininen, boysenmarjainen, tumman kirsikkainen, herukkainen, kevyen metsämarjainen, hennon yrttinen",pullo,metallinen kierrekapseli,14.5,5.8,,,,,80.0,vakiovalikoima,7798101653722
955194,Doña Paula Estate Malbec 2019,Viña Doña Paula,"0,75 l",16.99,22.65,,110,punaviinit,Vivahteikas & Kehittynyt,kestävän kehityksen sertifiointi,,Argentiina,Mendoza,2019,,Saattaa sisältää sakkaa,"Malbec, ","Täyteläinen, keskitanniininen, aromikas, luumuinen, mustikkainen",pullo,luonnonkorkki,14.5,5.5,2,,,,80.0,tilausvalikoima,7798090160065
405507,Doña Paula Syrah 2016,Viña Doña Paula,"0,75 l",10.99,14.52,,110,punaviinit,Mehevä & Hilloinen,,,Argentiina,Mendoza,2016,Mendoza,Saattaa sisältää sakkaa,"Syrah, ","Keskitäyteläinen, keskitanniininen, tumman kirsikkainen, luumuinen, mausteinen",pullo,metallinen kierrekapseli,13.5,4.9,,,,,80.0,vakiovalikoima,7798090160492
955287,Elsa Bianchi Malbec 2018,Valentin Bianchi,"0,75 l",10.11,13.35,,110,punaviinit,Mehevä & Hilloinen,,,Argentiina,Mendoza,2018,Mendoza,,"Malbec, ","Keskitäyteläinen, keskitanniininen, marjainen, mausteinen, aromikas",pullo,metallinen kierrekapseli,13.5,5.4,3,,,,80.0,tilausvalikoima,7790703165443
901277,Emma Zuccardi Bonarda 2017,Familia Zuccardi,"0,75 l",29.98,39.97,,110,punaviinit,Mehevä & Hilloinen,,,Argentiina,Mendoza,2017,Mendoza,Saattaa sisältää sakkaa,"Bonarda, ","Täyteläinen, tanniininen, aromikas, mausteinen, kirsikkainen",pullo,luonnonkorkki,13.0,5.7,2,,,,70.0,tilausvalikoima,7791728001730
456707,Famiglia Bianchi Malbec 2019,Valentin Bianchi,"0,75 l",12.90,17.07,,110,punaviinit,Mehevä & Hilloinen,,,Argentiina,Mendoza,2019,San Rafael,,"Malbec, ","Täyteläinen, tanniininen, mustaherukkainen, tumman kirsikkainen, kevyen luumuinen, suklainen, hennon tervainen",pullo,luonnonkorkki,14.5,4.9,,,,,80.0,vakiovalikoima,7790703167645
006504,Finca Flichman Caballero de la Cepa Cabernet Sauvignon 2015,Finca Flichman,"0,75 l",9.77,12.89,,110,punaviinit,Mehevä & Hilloinen,,,Argentiina,Mendoza,2015,Mendoza,,"Cabernet Sauvignon, ","Keskitäyteläinen, keskitanniininen, karpaloinen, tumman kirsikkainen, yrttinen, kevyen minttuinen, hennon havuinen",pullo,metallinen kierrekapseli,14.0,4.6,,,,,80.0,vakiovalikoima,7790470051000
006404,Finca Flichman Shiraz Roble 2015,Finca Flichman,"0,75 l",9.43,12.44,,110,punaviinit,Marjaisa & Raikas,,,Argentiina,Mendoza,2015,Mendoza,,"Syrah, ","Keskitäyteläinen, keskitanniininen, kirsikkainen, kypsän karpaloinen, timjaminen, kevyen mausteinen",pullo,metallinen kierrekapseli,12.5,3.9,,,,,70.0,vakiovalikoima,7790470050454
902403,Flechas de Los Andes Aguaribay 2018,Flechas de Los Andes,"0,75 l",19.93,26.57,,110,punaviinit,Roteva & Voimakas,,,Argentiina,Mendoza,2018,,Saattaa sisältää sakkaa,"Malbec, ","Täyteläinen, tanniininen, mausteinen, karhunvatukkahilloinen",pullo,luonnonkorkki,14.0,5.4,6,,,,80.0,tilausvalikoima,7798128520106
930156,Flechas de Los Andes Gran Corte 2015,Flechas de Los Andes,"0,75 l",39.89,53.19,,110,punaviinit,Roteva & Voimakas,,,Argentiina,Mendoza,2015,,Saattaa sisältää sakkaa,"Cabernet Franc, Malbec, Shiraz, ","Täyteläinen, tanniininen, mausteinen",pullo,luonnonkorkki,14.5,5.3,,,,,80.0,tilausvalikoima,7798128520045
431787,Fuzion Organic Malbec 2019,Fuzion Wines,"0,75 l",9.98,13.17,,110,punaviinit,Mehevä & Hilloinen,luomu,,Argentiina,Mendoza,2019,Mendoza,Saattaa sisältää sakkaa,"Malbec, ","Täyteläinen, keskitanniininen, mustikkahilloinen, punaherukkainen, kevyen vadelmainen, hennon havuinen",pullo,metallinen kierrekapseli,13.5,5.0,,,,,80.0,vakiovalikoima,7791728019681
458667,Fuzion The Coffee Shop Red Blend 2020,La Agricola,"0,75 l",10.99,14.52,,110,punaviinit,Pehmeä & Hedelmäinen,,,Argentiina,Mendoza,2020,Mendoza,Saattaa sisältää sakkaa,"Malbec, Bonarda, ","Keskitäyteläinen, keskitanniininen, kirsikkahilloinen, metsämansikkainen, mokkainen, maitosuklainen, vaniljainen",pullo,metallinen kierrekapseli,15.0,5.2,11,,,,90.0,vakiovalikoima,7791728010299
950851,Graffigna Centenario Malbec 2019,VSPT Argentina Wine Group,"0,75 l",13.09,17.32,,110,punaviinit,Mehevä & Hilloinen,ympäristövastuullinen pakkaus,,Argentiina,Mendoza,2019,,,"Malbec, ","Täyteläinen, keskitanniininen, luumuinen, mausteinen, tumman kirsikkainen",pullo,synteettinen korkki,13.5,5.4,3,,,,80.0,tilausvalikoima,7790168000570
462537,Gran Mascota Cabernet Sauvignon 2017,Mascota Vineyards,"0,75 l",22.99,30.65,,110,punaviinit,Mehevä & Hilloinen,,,Argentiina,Mendoza,2017,Mendoza,Saattaa sisältää sakkaa,"Cabernet Sauvignon, ","Täyteläinen, tanniininen, mustaherukkainen, boysenmarjainen, tumman luumuinen, kaakaoinen, tamminen, pitkä",pullo,luonnonkorkki,14.0,5.8,,,,,80.0,vakiovalikoima,7790762053255
901163,José Zuccardi Malbec 2016,Familia Zuccardi,"0,75 l",34.90,46.53,,110,punaviinit,Roteva & Voimakas,,,Argentiina,Mendoza,2016,Valle de Uco,Sisältää sakkaa,"Malbec, Cabernet Sauvignon, ","Täyteläinen, tanniininen, karhunvatukkainen, tumman kirsikkainen, mokkainen",pullo,luonnonkorkki,14.0,6.1,2,,,,80.0,tilausvalikoima,7791728010695
480007,Kaiken Estate Malbec 2019,Kaiken,"0,75 l",10.99,14.52,,110,punaviinit,Mehevä & Hilloinen,,,Argentiina,Mendoza,2019,Mendoza,,"Malbec, ","Keskitäyteläinen, keskitanniininen, mesimarjainen, kirsikkainen, mustikkainen, kevyen neilikkainen, hennon kukkainen",pullo,metallinen kierrekapseli,14.0,5.2,,,,,80.0,vakiovalikoima,7804303555013
495047,La Mascota Dark Bat Syrah 2019,La Mascota,"0,75 l",11.99,15.85,,110,punaviinit,Mehevä & Hilloinen,ympäristövastuullinen pakkaus,,Argentiina,Mendoza,2019,Mendoza,,"Syrah, ","Täyteläinen, keskitanniininen, herukkainen, boysenmarjainen, tumman luumuinen, kevyen kaakaoinen, mausteinen",pullo,metallinen kierrekapseli,13.5,5.1,2,,,,80.0,vakiovalikoima,7790762054092
949332,La Mascota Unanime Gran Vino Tinto 2017,La Mascota,"0,75 l",24.99,33.32,,110,punaviinit,Roteva & Voimakas,,,Argentiina,Mendoza,2017,Mendoza,Saattaa sisältää sakkaa,"Cabernet Sauvignon, Cabernet Franc, Malbec, ","Täyteläinen, tanniininen, mausteinen",pullo,luonnonkorkki,14.5,5.3,4,,,,80.0,tilausvalikoima,7790762050902
460107,Luigi Bosca Cabernet Franc  2015,Bodega Luigi Bosca,"0,75 l",20.48,27.17,,110,punaviinit,Vivahteikas & Kehittynyt,,,Argentiina,Mendoza,2015,Luján de Cuyo,Saattaa sisältää sakkaa,"Cabernet Franc, ","Täyteläinen, tanniininen, hapankirsikkainen, viikunainen, karpaloinen, herukkainen, yrttinen, tamminen",pullo,luonnonkorkki,14.0,5.8,,,,,80.0,vakiovalikoima,7791203001521
430377,Luigi Bosca Cabernet Sauvignon 2018,Luigi Bosca,"0,75 l",17.98,23.84,,110,punaviinit,Vivahteikas & Kehittynyt,,,Argentiina,Mendoza,2018,Mendoza,Saattaa sisältää sakkaa,"Cabernet Sauvignon, ","Täyteläinen, tanniininen, kypsän karpaloinen, hapankirsikkainen, kevyen viikunainen, hennon tallinen, tamminen",pullo,luonnonkorkki,14.0,5.3,,,,,80.0,vakiovalikoima,7791203001248
466907,Luigi Bosca Malbec 2018,Bodega Luigi Bosca,"0,75 l",20.48,27.17,,110,punaviinit,Mehevä & Hilloinen,,,Argentiina,Mendoza,2018,DOC Luján de Cuyo,Saattaa sisältää sakkaa,"Malbec, ","Täyteläinen, keskitanniininen, karhunvatukkahilloinen, hapankirsikkainen, kevyen salmiakkinen, hennon havuinen, lämmin",pullo,luonnonkorkki,14.5,5.1,,,,,80.0,vakiovalikoima,7791203000142
910867,Masi Tupungato Passo Doble 2018,Masi Tupungato,"0,75 l",14.99,19.99,,110,punaviinit,Mehevä & Hilloinen,luomu,,Argentiina,Mendoza,2018,Valle de Uco,,"Corvina, Malbec, ","Täyteläinen, keskitanniininen, marjainen, mausteinen",pullo,metallinen kierrekapseli,13.5,5.5,2,,,,80.0,tilausvalikoima,8002062001607
422337,Mendel Cabernet Franc 2017,Bodega Mendel,"0,75 l",29.50,39.33,,110,punaviinit,Roteva & Voimakas,,,Argentiina,Mendoza,2017,Valle de Uco,Saattaa sisältää sakkaa,"Cabernet Franc, ","Täyteläinen, erittäin tanniininen, tumman kirsikkainen, mustaherukkainen, boysenmarjainen, suklainen, hennon lyijykynäinen, tamminen, lämmin, pitkä",pullo,luonnonkorkki,14.5,5.4,2,,,,80.0,erikoiserä,7798125630716
400127,Mendel Malbec 2018,Bodega Mendel,"0,75 l",29.50,39.33,,110,punaviinit,Roteva & Voimakas,,,Argentiina,Mendoza,2018,Mendoza,Saattaa sisältää sakkaa,"Malbec, ","Täyteläinen, tanniininen, karhunvatukkahilloinen, tumman luumuinen, mustikkainen, kevyen mustaherukkainen, pippurinen, tamminen, runsas, pitkä",pullo,luonnonkorkki,14.5,5.0,2,,,,80.0,erikoiserä,7798125633816
939907,Milamore 2015,Renacer,"0,75 l",24.99,33.19,,110,punaviinit,Mehevä & Hilloinen,,,Argentiina,Mendoza,2015,Mendoza,,"Malbec, Cabernet Sauvignon, Bonarda, Cabernet Franc, ","Täyteläinen, keskitanniininen, tumman kirsikkainen, mansikkainen, mustaherukkainen, luumuhilloinen, mausteinen",pullo,luonnonkorkki,13.5,5.2,8,,,,80.0,vakiovalikoima,7798127724758
910697,Navarro Correas Colección Privada Malbec 2019,Bodega Navarro Correas,"0,75 l",13.49,17.85,,110,punaviinit,Mehevä & Hilloinen,,,Argentiina,Mendoza,2019,Mendoza,,"Malbec, ","Keskitäyteläinen, keskitanniininen, tumman kirsikkainen, boysenmarjainen, kevyen minttuinen, hennon paahteinen",pullo,luonnonkorkki,13.5,4.9,3,,,,80.0,vakiovalikoima,7791250001673
926727,Navarro Correas Reserve Cabernet Sauvignon 2018,Bodega Navarro Correas,"0,75 l",16.68,22.11,,110,punaviinit,Mehevä & Hilloinen,,,Argentiina,Mendoza,2018,,,"Cabernet Sauvignon, ","Täyteläinen, tanniininen, mustaherukkainen, luumuinen, tamminen",pullo,luonnonkorkki,14.0,5.2,2,,,,80.0,tilausvalikoima,7790649000136
955777,Navarro Correas Reserve Malbec 2018,Bodega Navarro Correas,"0,75 l",16.68,22.11,,110,punaviinit,Mehevä & Hilloinen,,,Argentiina,Mendoza,2018,,,"Malbec, ","Täyteläinen, tanniininen, kirsikkainen, luumuinen, pippurinen",pullo,luonnonkorkki,14.0,5.4,3,,,,80.0,tilausvalikoima,7790649000112
459657,Nieto Senetiner Malbec 2018,Nieto Senetiner,"0,75 l",12.90,17.07,,110,punaviinit,Mehevä & Hilloinen,,,Argentiina,Mendoza,2018,Mendoza,,"Malbec, ","Keskitäyteläinen, keskitanniininen, boysenmarjainen, kirsikkainen, karpaloinen, mausteinen, hennon kukkainen",pullo,metallinen kierrekapseli,13.5,5.5,,,,,80.0,vakiovalikoima,7793440000046
445147,Norton Barrel Select Cabernet Sauvignon 2020,Bodega Norton,"0,75 l",12.48,16.51,,110,punaviinit,Mehevä & Hilloinen,,,Argentiina,Mendoza,2020,Mendoza,,"Cabernet Sauvignon, ","Täyteläinen, keskitanniininen, mustaherukkainen, tumman kirsikkainen, kevyen vadelmainen, mausteinen, hennon salmiakkinen",pullo,metallinen kierrekapseli,14.0,5.5,,,,,80.0,vakiovalikoima,7792319970978
464277,Norton Barrel Select Malbec 2020,Bodega Norton,"0,75 l",10.99,14.52,,110,punaviinit,Mehevä & Hilloinen,,,Argentiina,Mendoza,2020,Mendoza,,"Malbec, ","Keskitäyteläinen, keskitanniininen, tumman kirsikkainen, kypsän karpaloinen, mausteinen, kevyen tamminen",pullo,metallinen kierrekapseli,14.0,5.6,,,,,80.0,vakiovalikoima,7792319677792
432417,Norton Privada 2018,Bodega Norton,"0,75 l",15.98,21.17,,110,punaviinit,Roteva & Voimakas,,,Argentiina,Mendoza,2018,Mendoza,Saattaa sisältää sakkaa,"Malbec, Cabernet Sauvignon, Merlot, ","Täyteläinen, tanniininen, karhunvatukkainen, tumman kirsikkainen, karpaloinen, kevyen mustaherukkainen, hennon minttuinen, mausteinen",pullo,luonnonkorkki,14.5,5.9,,,,,80.0,vakiovalikoima,7792319678027
